event_date,event_type,asset,indicator
1/14/2022,scan_completed,host-387,d457fa249170909390d16e935170f0126b1a7e555531c8d36538f835e23a4e3b
9/6/2023,malware_alert,workstation-607,ba5307725ac881827104f8b62c9fbfe79f33c8828c521336824fc13925ba79f7
3/23/2022,malware_alert,workstation-654,4423724cbe842200a37b40fd294fe73e4475ce1a0b5688de8642d4e126657e3d
12/1/2028,quarantine_triggered,server-158,3e054f622f5004ddf6c95d9db425c9402bb00930e39cdf34185da485a5caab5a
4/3/2028,quarantine_triggered,laptop-60,a133b3c80e884004e83635291dc17479d44ee051ce8f09159d740acdc704a700
11/29/2027,file_hash_detected,laptop-336,0895ca2bf3193859d39cf2b7d96880fc27014a7e5bf06a7244094d2789b62ebe
12/3/2021,file_hash_detected,workstation-234,802c9f00fc3c2836f5a3675eba95d1fc8aa98b653386ed3ae0dd2ff5e932b155
9/20/2022,malware_alert,laptop-68,2ce3dfbc3a363220382bdce72d7d10f5175cac6c02c116ec453f2b48f972c3cb
4/10/2022,quarantine_triggered,host-110,261385f6aa706c64ae65cef69db0ff5ffbff7badd88e79aad0dd422fe1ad6a6e
12/1/2026,file_hash_detected,server-119,dda987ecd050a16781d321ef9bab825b677bda2c5866e25f4e4643659fd58516
4/24/2029,file_hash_detected,server-77,5e346966340085374b31dad272bb2e054ab3c80eb5f0906d36806a3e51903509
5/25/2025,file_hash_detected,laptop-90,b661578636f11ff60df85c1be52d7e8cfba738d00213fde5ab1d7c51c5b6a868
4/25/2027,file_hash_detected,host-574,229b2fddd330e1fdff8d31fbf1b16c612ece8f99b72dcbeca37a23da882308a3
8/1/2030,malware_alert,host-672,019e22e609e9a44ffd6ed1615fd27007b5dde915fa554a84b88e6994dfae8f0e
10/3/2025,quarantine_triggered,workstation-126,9325b0ace9781210ad895bf195a8e7ec429ac3fb4110baa549384548d9fe76e8
3/5/2024,scan_completed,server-767,7fafd780196ab6fcda5ebf0b6d1b4b732285ffbbdc707dd44aa41f499e708968
1/24/2022,scan_completed,host-540,7c572997ff402767c9d5c1991d33bac5d060661884925588307df95df3c95a28
1/3/2026,http_request,workstation-30,is.gd
1/3/2026,login_attempt,finance-laptop-168,chronoengine.com
1/3/2026,http_request,eng-desktop-276,deliciousdays.com
1/3/2026,http_request,eng-desktop-13,oakley.com
1/3/2026,login_attempt,eng-server-318,about.com
1/3/2026,login_attempt,workstation-377,360.cn
1/3/2026,login_attempt,eng-desktop-91,umn.edu
1/3/2026,http_request,eng-server-92,vkontakte.ru
1/3/2026,http_request,eng-desktop-63,howstuffworks.com
1/3/2026,http_request,workstation-198,cam.ac.uk
1/3/2026,http_request,workstation-362,amazon.com
1/3/2026,dns_query,it-server-291,bloglines.com
1/3/2026,dns_query,eng-server-152,uol.com.br
1/3/2026,login_attempt,hr-laptop-16,buzzfeed.com
1/3/2026,login_attempt,eng-desktop-176,hostgator.com
1/3/2026,http_request,hr-desktop-371,ustream.tv
1/3/2026,login_attempt,hr-laptop-97,opera.com
1/3/2026,http_request,hr-laptop-127,ted.com
1/3/2026,http_request,workstation-311,reverbnation.com
1/3/2026,dns_query,it-server-277,apache.org
1/3/2026,http_request,eng-server-53,sciencedaily.com
1/3/2026,login_attempt,hr-desktop-368,myspace.com
1/3/2026,http_request,it-server-155,altervista.org
1/3/2026,dns_query,eng-desktop-275,smugmug.com
1/3/2026,login_attempt,hr-laptop-265,shareasale.com
1/3/2026,dns_query,finance-laptop-125,rakuten.co.jp
1/3/2026,login_attempt,hr-desktop-35,sohu.com
1/3/2026,login_attempt,eng-desktop-106,wordpress.com
1/3/2026,http_request,it-server-308,alibaba.com
1/3/2026,login_attempt,workstation-44,wordpress.com
1/3/2026,login_attempt,it-server-90,webeden.co.uk
1/3/2026,dns_query,hr-desktop-173,mysql.com
1/3/2026,login_attempt,workstation-357,wordpress.org
1/3/2026,http_request,eng-server-396,pagesperso-orange.fr
1/3/2026,http_request,hr-desktop-246,t.co
1/3/2026,login_attempt,hr-laptop-279,tripod.com
1/3/2026,login_attempt,hr-desktop-91,hud.gov
1/3/2026,http_request,it-server-241,seesaa.net
1/3/2026,http_request,hr-laptop-317,bluehost.com
1/3/2026,dns_query,eng-desktop-312,addthis.com
1/3/2026,login_attempt,hr-laptop-35,shutterfly.com
1/3/2026,login_attempt,eng-desktop-159,globo.com
1/3/2026,login_attempt,it-server-295,xrea.com
1/3/2026,login_attempt,workstation-233,a8.net
1/3/2026,login_attempt,hr-laptop-167,wikia.com
1/3/2026,login_attempt,workstation-399,un.org
1/3/2026,dns_query,eng-server-152,weebly.com
1/3/2026,login_attempt,hr-laptop-351,cornell.edu
1/3/2026,login_attempt,eng-desktop-172,infoseek.co.jp
1/3/2026,login_attempt,finance-laptop-73,wordpress.org
1/3/2026,dns_query,finance-laptop-235,4shared.com
1/3/2026,login_attempt,hr-laptop-234,posterous.com
1/3/2026,http_request,workstation-69,techcrunch.com
1/3/2026,http_request,eng-server-298,columbia.edu
1/3/2026,dns_query,eng-server-51,cnbc.com
1/3/2026,http_request,eng-desktop-299,google.com.hk
1/3/2026,dns_query,finance-laptop-394,google.it
1/3/2026,http_request,hr-desktop-393,macromedia.com
1/3/2026,login_attempt,eng-server-386,mlb.com
1/3/2026,http_request,hr-desktop-84,washingtonpost.com
1/3/2026,dns_query,hr-desktop-344,goo.ne.jp
1/3/2026,dns_query,eng-desktop-74,usa.gov
1/3/2026,login_attempt,eng-desktop-363,state.tx.us
1/3/2026,login_attempt,eng-desktop-287,edublogs.org
1/3/2026,http_request,eng-desktop-342,tinypic.com
1/3/2026,dns_query,eng-server-300,twitter.com
1/3/2026,dns_query,eng-desktop-301,yahoo.co.jp
1/3/2026,http_request,workstation-162,independent.co.uk
1/3/2026,login_attempt,workstation-391,chron.com
1/3/2026,http_request,eng-server-234,yellowbook.com
1/3/2026,dns_query,eng-desktop-379,biblegateway.com
1/3/2026,dns_query,eng-desktop-135,blogger.com
1/3/2026,dns_query,workstation-74,oracle.com
1/3/2026,http_request,eng-server-199,webnode.com
1/3/2026,login_attempt,hr-laptop-288,forbes.com
1/3/2026,http_request,it-server-103,eventbrite.com
1/3/2026,http_request,it-server-233,cpanel.net
1/3/2026,login_attempt,workstation-362,youku.com
1/3/2026,dns_query,hr-laptop-310,intel.com
1/3/2026,dns_query,hr-desktop-393,discovery.com
1/3/2026,dns_query,eng-server-238,ftc.gov
1/3/2026,http_request,hr-laptop-63,jimdo.com
1/3/2026,http_request,eng-server-156,hhs.gov
1/3/2026,login_attempt,it-server-248,weebly.com
1/3/2026,dns_query,workstation-144,berkeley.edu
1/3/2026,dns_query,finance-laptop-327,tmall.com
1/3/2026,dns_query,hr-laptop-175,qq.com
1/3/2026,http_request,hr-laptop-62,arstechnica.com
1/3/2026,dns_query,workstation-57,guardian.co.uk
1/3/2026,login_attempt,workstation-105,feedburner.com
1/3/2026,dns_query,eng-server-313,mapquest.com
1/3/2026,login_attempt,workstation-244,hugedomains.com
1/3/2026,http_request,finance-laptop-203,ocn.ne.jp
1/3/2026,dns_query,finance-laptop-339,dedecms.com
1/3/2026,http_request,workstation-110,csmonitor.com
1/3/2026,dns_query,hr-desktop-10,bbb.org
1/3/2026,dns_query,eng-server-158,storify.com
1/3/2026,http_request,hr-laptop-148,technorati.com
1/3/2026,login_attempt,it-server-362,yale.edu
1/3/2026,dns_query,eng-server-306,omniture.com
1/3/2026,http_request,finance-laptop-350,networkadvertising.org
1/3/2026,dns_query,eng-server-286,cisco.com
1/3/2026,dns_query,it-server-220,drupal.org
1/3/2026,login_attempt,hr-laptop-107,amazon.co.jp
1/3/2026,login_attempt,finance-laptop-296,tmall.com
1/3/2026,dns_query,workstation-358,rediff.com
1/3/2026,http_request,workstation-123,diigo.com
1/3/2026,login_attempt,hr-desktop-94,intel.com
1/3/2026,login_attempt,hr-laptop-268,comcast.net
1/3/2026,dns_query,it-server-30,marketwatch.com
1/3/2026,dns_query,it-server-298,ucla.edu
1/3/2026,login_attempt,it-server-48,flickr.com
1/3/2026,login_attempt,finance-laptop-75,ocn.ne.jp
1/3/2026,login_attempt,workstation-237,vkontakte.ru
1/3/2026,login_attempt,it-server-55,bloglovin.com
1/3/2026,login_attempt,it-server-111,abc.net.au
1/3/2026,login_attempt,eng-server-159,paypal.com
1/3/2026,http_request,hr-laptop-356,biblegateway.com
1/3/2026,dns_query,eng-server-284,twitter.com
1/3/2026,http_request,it-server-373,oaic.gov.au
1/3/2026,login_attempt,hr-desktop-371,admin.ch
1/3/2026,login_attempt,finance-laptop-377,nydailynews.com
1/3/2026,dns_query,it-server-331,spotify.com
1/3/2026,login_attempt,hr-laptop-286,chron.com
1/3/2026,login_attempt,eng-desktop-84,mac.com
1/3/2026,login_attempt,eng-server-282,fastcompany.com
1/3/2026,dns_query,eng-server-110,xinhuanet.com
1/3/2026,http_request,workstation-195,gizmodo.com
1/3/2026,http_request,it-server-248,reference.com
1/3/2026,dns_query,hr-desktop-50,google.ru
1/3/2026,http_request,workstation-96,sciencedaily.com
1/3/2026,login_attempt,eng-desktop-12,live.com
1/3/2026,http_request,eng-desktop-124,tuttocitta.it
1/3/2026,http_request,hr-desktop-139,slashdot.org
1/3/2026,http_request,eng-desktop-117,wp.com
1/3/2026,login_attempt,eng-desktop-235,opera.com
1/3/2026,login_attempt,eng-server-205,exblog.jp
1/3/2026,http_request,it-server-27,deviantart.com
1/3/2026,http_request,finance-laptop-174,army.mil
1/3/2026,http_request,eng-desktop-36,spiegel.de
1/3/2026,login_attempt,hr-desktop-207,nytimes.com
1/3/2026,dns_query,hr-laptop-167,list-manage.com
1/3/2026,dns_query,eng-desktop-77,mtv.com
1/3/2026,login_attempt,eng-desktop-328,shinystat.com
1/3/2026,login_attempt,eng-server-47,paypal.com
1/3/2026,dns_query,it-server-264,go.com
1/3/2026,http_request,workstation-383,netvibes.com
1/3/2026,http_request,it-server-374,drupal.org
1/3/2026,dns_query,hr-desktop-9,github.io
1/3/2026,login_attempt,finance-laptop-211,opera.com
1/3/2026,dns_query,hr-laptop-132,berkeley.edu
1/3/2026,http_request,hr-laptop-27,tuttocitta.it
1/3/2026,dns_query,finance-laptop-215,rediff.com
1/3/2026,login_attempt,hr-desktop-217,irs.gov
1/3/2026,login_attempt,finance-laptop-75,cafepress.com
1/3/2026,http_request,hr-laptop-297,yelp.com
1/3/2026,login_attempt,hr-desktop-308,unc.edu
1/3/2026,dns_query,eng-server-233,csmonitor.com
1/3/2026,dns_query,workstation-169,csmonitor.com
1/3/2026,dns_query,hr-laptop-351,opensource.org
1/3/2026,http_request,finance-laptop-58,gravatar.com
1/3/2026,http_request,finance-laptop-272,guardian.co.uk
1/3/2026,login_attempt,eng-server-176,guardian.co.uk
1/3/2026,dns_query,eng-server-99,globo.com
1/3/2026,login_attempt,eng-desktop-91,google.co.jp
1/3/2026,http_request,hr-laptop-122,ameblo.jp
1/3/2026,dns_query,it-server-389,mapy.cz
1/3/2026,dns_query,hr-laptop-139,acquirethisname.com
1/3/2026,login_attempt,workstation-142,flavors.me
1/3/2026,dns_query,it-server-396,quantcast.com
1/3/2026,http_request,finance-laptop-223,technorati.com
1/3/2026,dns_query,hr-desktop-42,sciencedaily.com
1/3/2026,dns_query,eng-server-177,craigslist.org
1/3/2026,http_request,eng-server-152,taobao.com
1/3/2026,http_request,eng-server-242,ihg.com
1/3/2026,http_request,hr-desktop-66,dell.com
1/3/2026,dns_query,workstation-398,feedburner.com
1/3/2026,http_request,eng-desktop-150,jigsy.com
1/3/2026,login_attempt,hr-laptop-10,paypal.com
1/3/2026,http_request,eng-server-227,theatlantic.com
1/3/2026,dns_query,eng-desktop-296,mysql.com
1/3/2026,login_attempt,hr-desktop-322,skyrock.com
1/3/2026,login_attempt,eng-server-224,liveinternet.ru
1/3/2026,http_request,hr-laptop-58,usgs.gov
1/3/2026,login_attempt,eng-server-201,yahoo.co.jp
1/3/2026,login_attempt,it-server-21,timesonline.co.uk
1/3/2026,http_request,workstation-253,wikia.com
1/3/2026,http_request,hr-desktop-293,hubpages.com
1/3/2026,login_attempt,eng-server-57,flavors.me
1/3/2026,dns_query,eng-server-309,newyorker.com
1/3/2026,dns_query,workstation-150,creativecommons.org
1/3/2026,login_attempt,finance-laptop-327,google.com
1/3/2026,dns_query,finance-laptop-243,tinypic.com
1/3/2026,http_request,eng-server-240,photobucket.com
1/3/2026,http_request,it-server-32,boston.com
1/3/2026,http_request,finance-laptop-285,mozilla.org
1/3/2026,http_request,eng-server-222,about.me
1/3/2026,dns_query,workstation-85,ucoz.com
1/3/2026,http_request,eng-desktop-365,g.co
1/3/2026,login_attempt,eng-server-134,histats.com
1/3/2026,login_attempt,hr-laptop-116,gizmodo.com
1/3/2026,dns_query,finance-laptop-390,typepad.com
1/3/2026,http_request,eng-server-397,indiegogo.com
1/3/2026,http_request,workstation-17,phpbb.com
1/3/2026,http_request,workstation-312,engadget.com
1/3/2026,login_attempt,hr-laptop-152,51.la
1/3/2026,dns_query,workstation-102,reference.com
1/3/2026,dns_query,eng-desktop-342,fc2.com
1/3/2026,login_attempt,hr-laptop-85,facebook.com
1/3/2026,dns_query,eng-desktop-16,dot.gov
1/3/2026,http_request,it-server-301,hubpages.com
1/3/2026,dns_query,it-server-360,photobucket.com
1/3/2026,dns_query,it-server-45,usda.gov
1/3/2026,login_attempt,finance-laptop-170,nsw.gov.au
1/3/2026,login_attempt,eng-server-10,cocolog-nifty.com
1/3/2026,dns_query,hr-desktop-102,hostgator.com
1/3/2026,dns_query,hr-laptop-297,va.gov
1/3/2026,http_request,finance-laptop-29,ucoz.ru
1/3/2026,http_request,eng-desktop-284,slashdot.org
1/3/2026,dns_query,it-server-129,newsvine.com
1/3/2026,login_attempt,it-server-267,ezinearticles.com
1/3/2026,login_attempt,hr-laptop-297,statcounter.com
1/3/2026,login_attempt,workstation-154,patch.com
1/3/2026,login_attempt,finance-laptop-84,technorati.com
1/3/2026,dns_query,hr-laptop-85,chron.com
1/3/2026,http_request,finance-laptop-326,free.fr
1/3/2026,http_request,workstation-319,bbb.org
1/3/2026,login_attempt,it-server-104,engadget.com
1/3/2026,http_request,workstation-373,livejournal.com
1/3/2026,http_request,eng-desktop-234,pinterest.com
1/3/2026,dns_query,hr-desktop-138,gizmodo.com
1/3/2026,login_attempt,eng-server-257,uiuc.edu
1/3/2026,http_request,eng-desktop-53,dedecms.com
1/3/2026,login_attempt,eng-server-279,wikispaces.com
1/3/2026,login_attempt,hr-laptop-223,geocities.jp
1/3/2026,login_attempt,eng-desktop-234,mac.com
1/3/2026,login_attempt,hr-laptop-267,opensource.org
1/3/2026,login_attempt,workstation-83,shutterfly.com
1/3/2026,login_attempt,finance-laptop-359,youtube.com
1/3/2026,login_attempt,eng-server-159,biglobe.ne.jp
1/3/2026,dns_query,eng-server-186,opensource.org
1/3/2026,dns_query,eng-desktop-285,prweb.com
1/3/2026,dns_query,eng-server-107,arizona.edu
1/3/2026,login_attempt,hr-desktop-311,shop-pro.jp
1/3/2026,dns_query,hr-desktop-338,themeforest.net
1/3/2026,dns_query,workstation-204,msu.edu
1/3/2026,login_attempt,it-server-399,plala.or.jp
1/3/2026,login_attempt,finance-laptop-329,free.fr
1/3/2026,dns_query,eng-server-62,auda.org.au
1/3/2026,http_request,hr-desktop-17,csmonitor.com
1/3/2026,login_attempt,it-server-361,ed.gov
1/3/2026,dns_query,eng-server-165,ucoz.ru
1/3/2026,login_attempt,it-server-339,washingtonpost.com
1/3/2026,http_request,workstation-354,amazon.co.jp
1/3/2026,login_attempt,workstation-384,wp.com
1/3/2026,login_attempt,workstation-128,vk.com
1/3/2026,http_request,eng-server-45,prnewswire.com
1/3/2026,http_request,it-server-245,wix.com
1/3/2026,login_attempt,finance-laptop-397,harvard.edu
1/3/2026,login_attempt,eng-server-307,whitehouse.gov
1/3/2026,http_request,eng-server-191,wired.com
1/3/2026,login_attempt,workstation-12,gov.uk
1/3/2026,dns_query,eng-desktop-139,elpais.com
1/3/2026,dns_query,hr-desktop-29,wikispaces.com
1/3/2026,http_request,hr-laptop-322,salon.com
1/3/2026,http_request,hr-laptop-3,examiner.com
1/3/2026,http_request,hr-laptop-286,timesonline.co.uk
1/3/2026,login_attempt,workstation-366,engadget.com
1/3/2026,dns_query,eng-server-210,nature.com
1/3/2026,dns_query,finance-laptop-197,adobe.com
1/3/2026,login_attempt,hr-desktop-68,mysql.com
1/3/2026,login_attempt,workstation-267,yale.edu
1/3/2026,login_attempt,hr-laptop-396,cnet.com
1/3/2026,login_attempt,eng-desktop-166,github.com
1/3/2026,dns_query,hr-laptop-191,ifeng.com
1/3/2026,dns_query,finance-laptop-80,eepurl.com
1/3/2026,http_request,finance-laptop-85,un.org
1/3/2026,login_attempt,it-server-345,odnoklassniki.ru
1/3/2026,dns_query,it-server-150,salon.com
1/3/2026,login_attempt,eng-server-108,discovery.com
1/3/2026,dns_query,workstation-31,geocities.com
1/3/2026,http_request,hr-laptop-248,examiner.com
1/3/2026,http_request,workstation-90,pbs.org
1/3/2026,http_request,finance-laptop-7,ucoz.ru
1/3/2026,login_attempt,hr-laptop-73,boston.com
